true_radius,predicted_radius,radius_error,ruler
[1.443],[1.4201542],[0.01583212],1.5684798e-05
[1.443],[1.4195919],[0.0162218],1.5684798e-05
[0.855],[0.8468208],[0.00956637],1.5684798e-05
[0.855],[0.8476021],[0.0086525],1.5684798e-05
[1.443],[1.420694],[0.01545805],1.5684798e-05
[0.855],[0.8472405],[0.00907545],1.5684798e-05
[0.855],[0.84828925],[0.00784885],1.5684798e-05
[0.855],[0.8438684],[0.01301947],1.5684798e-05
[1.443],[1.4212034],[0.01510505],1.5684798e-05
[0.855],[0.8459995],[0.01052695],1.5684798e-05
[0.855],[0.8427744],[0.01429898],1.5684798e-05
[1.443],[1.4216323],[0.01480781],1.5684798e-05
[1.443],[1.4189541],[0.01666377],1.5684798e-05
[1.443],[1.4197825],[0.0160897],1.5684798e-05
[1.443],[1.4228339],[0.01397508],1.5684798e-05
[0.855],[0.84607023],[0.0104442],1.5684798e-05
[0.855],[0.85112447],[0.00453281],1.5684798e-05
[1.443],[1.4216206],[0.01481591],1.5684798e-05
[1.443],[1.420978],[0.01526127],1.5684798e-05
[1.443],[1.4184613],[0.01700529],1.5684798e-05
[1.443],[1.4233658],[0.01360646],1.5684798e-05
[1.443],[1.4230251],[0.01384257],1.5684798e-05
[0.855],[0.84511524],[0.01156114],1.5684798e-05
[0.855],[0.85185546],[0.00367785],1.5684798e-05
[0.855],[0.84469444],[0.01205331],1.5684798e-05
[0.855],[0.84551007],[0.01109936],1.5684798e-05
[1.443],[1.4202603],[0.01575859],1.5684798e-05
[0.855],[0.8515819],[0.00399783],1.5684798e-05
[0.855],[0.85408837],[0.00106626],1.5684798e-05
[1.443],[1.420749],[0.01541997],1.5684798e-05
[0.855],[0.8475092],[0.00876119],1.5684798e-05
[0.855],[0.85060805],[0.0051368],1.5684798e-05
[1.443],[1.4221044],[0.01448067],1.5684798e-05
[0.855],[0.8464032],[0.01005478],1.5684798e-05
[0.855],[0.8498193],[0.00605932],1.5684798e-05
[0.855],[0.8476918],[0.00854765],1.5684798e-05
[0.855],[0.8431863],[0.01381719],1.5684798e-05
[0.855],[0.8465966],[0.00982856],1.5684798e-05
[0.855],[0.84743476],[0.00884826],1.5684798e-05
[1.443],[1.4227998],[0.01399871],1.5684798e-05
[0.855],[0.84396607],[0.01290521],1.5684798e-05
[0.855],[0.8446714],[0.01208022],1.5684798e-05
[0.855],[0.85182995],[0.00370769],1.5684798e-05
[1.443],[1.4194602],[0.01631309],1.5684798e-05
[1.443],[1.4217492],[0.01472677],1.5684798e-05
[1.443],[1.4218255],[0.0146739],1.5684798e-05
[0.855],[0.84715486],[0.00917563],1.5684798e-05
[0.855],[0.847957],[0.00823743],1.5684798e-05
[0.855],[0.84484637],[0.01187562],1.5684798e-05
[0.855],[0.85035187],[0.00543643],1.5684798e-05
[1.443],[1.4195933],[0.01622081],1.5684798e-05
[0.855],[0.8487813],[0.00727337],1.5684798e-05
[0.855],[0.84678835],[0.00960429],1.5684798e-05
[1.443],[1.4221184],[0.01447092],1.5684798e-05
[0.855],[0.84807086],[0.00810428],1.5684798e-05
[1.443],[1.4200803],[0.01588334],1.5684798e-05
[1.443],[1.4216205],[0.01481599],1.5684798e-05
[1.443],[1.4185998],[0.0169093],1.5684798e-05
[1.443],[1.4200844],[0.01588053],1.5684798e-05
[1.443],[1.4198952],[0.01601163],1.5684798e-05
[0.855],[0.84505147],[0.01163573],1.5684798e-05
[1.443],[1.4234948],[0.01351708],1.5684798e-05
[1.443],[1.4230893],[0.01379812],1.5684798e-05
[1.443],[1.4208457],[0.01535288],1.5684798e-05
[0.855],[0.8471262],[0.00920916],1.5684798e-05
[1.443],[1.4206858],[0.01546375],1.5684798e-05
[1.443],[1.4192637],[0.01644923],1.5684798e-05
[0.855],[0.84581083],[0.01074759],1.5684798e-05
[0.855],[0.84802395],[0.00815914],1.5684798e-05
[0.855],[0.8461669],[0.01033112],1.5684798e-05
[0.855],[0.84409004],[0.0127602],1.5684798e-05
[1.443],[1.4202268],[0.01578181],1.5684798e-05
[1.443],[1.4206661],[0.01547738],1.5684798e-05
[1.443],[1.4216857],[0.0147708],1.5684798e-05
[0.855],[0.8475058],[0.00876516],1.5684798e-05
[0.855],[0.8497928],[0.00609034],1.5684798e-05
[0.855],[0.84631294],[0.01016033],1.5684798e-05
[1.443],[1.418788],[0.01677893],1.5684798e-05
[1.443],[1.4207777],[0.01540006],1.5684798e-05
[1.443],[1.419682],[0.01615934],1.5684798e-05
[1.443],[1.4251418],[0.01237571],1.5684798e-05
[1.443],[1.4227672],[0.01402134],1.5684798e-05
[1.443],[1.4203732],[0.01568036],1.5684798e-05
[1.443],[1.4167686],[0.01817838],1.5684798e-05
[1.443],[1.420711],[0.01544624],1.5684798e-05
[1.443],[1.4200716],[0.01588937],1.5684798e-05
[1.443],[1.4226992],[0.01406843],1.5684798e-05
[0.855],[0.8452303],[0.01142659],1.5684798e-05
[0.855],[0.84873164],[0.00733144],1.5684798e-05
[0.855],[0.8481354],[0.00802878],1.5684798e-05
[0.855],[0.84564954],[0.01093623],1.5684798e-05
[0.855],[0.851042],[0.00462929],1.5684798e-05
[1.443],[1.4200677],[0.01589209],1.5684798e-05
[0.855],[0.849034],[0.00697779],1.5684798e-05
[1.443],[1.4209052],[0.01531166],1.5684798e-05
[1.443],[1.4210316],[0.01522409],1.5684798e-05
[1.443],[1.41852],[0.01696465],1.5684798e-05
[1.443],[1.4203209],[0.01571663],1.5684798e-05
[1.443],[1.4204228],[0.01564599],1.5684798e-05
[0.855],[0.8491015],[0.00689887],1.5684798e-05
[0.855],[0.8433358],[0.01364235],1.5684798e-05
[0.855],[0.8466952],[0.00971326],1.5684798e-05
[0.855],[0.85181195],[0.00372874],1.5684798e-05
[0.855],[0.8499728],[0.00587981],1.5684798e-05
[1.443],[1.421406],[0.01496461],1.5684798e-05
[0.855],[0.84807825],[0.00809564],1.5684798e-05
[1.443],[1.4211216],[0.01516172],1.5684798e-05
[0.855],[0.8473423],[0.00895638],1.5684798e-05
[1.443],[1.4172902],[0.01781687],1.5684798e-05
[0.855],[0.8500052],[0.00584188],1.5684798e-05
[1.443],[1.4192662],[0.0164475],1.5684798e-05
[0.855],[0.84876287],[0.00729491],1.5684798e-05
[1.443],[1.4190019],[0.01663065],1.5684798e-05
[0.855],[0.84673357],[0.00966836],1.5684798e-05
[0.855],[0.84853965],[0.00755599],1.5684798e-05
[0.855],[0.84917504],[0.00681285],1.5684798e-05
[0.855],[0.84701973],[0.00933367],1.5684798e-05
[1.443],[1.4244399],[0.01286213],1.5684798e-05
[1.443],[1.4214174],[0.01495676],1.5684798e-05
[0.855],[0.8507672],[0.00495067],1.5684798e-05
[0.855],[0.850967],[0.00471699],1.5684798e-05
[0.855],[0.84756714],[0.00869342],1.5684798e-05
[0.855],[0.8452722],[0.01137759],1.5684798e-05
[1.443],[1.4200096],[0.01593233],1.5684798e-05
[0.855],[0.8463481],[0.0101192],1.5684798e-05
[1.443],[1.4204816],[0.01560526],1.5684798e-05
[1.443],[1.4197819],[0.01609012],1.5684798e-05
[1.443],[1.4212551],[0.0150692],1.5684798e-05
[0.855],[0.846559],[0.00987255],1.5684798e-05
[0.855],[0.85198736],[0.00352358],1.5684798e-05
[1.443],[1.4204056],[0.01565789],1.5684798e-05
[1.443],[1.4208777],[0.01533074],1.5684798e-05
[1.443],[1.4195881],[0.01622444],1.5684798e-05
[1.443],[1.4197357],[0.01612217],1.5684798e-05
[0.855],[0.8448394],[0.01188377],1.5684798e-05
[1.443],[1.4197477],[0.01611383],1.5684798e-05
[0.855],[0.84554785],[0.01105516],1.5684798e-05
[0.855],[0.85000116],[0.00584662],1.5684798e-05
[0.855],[0.8458307],[0.01072437],1.5684798e-05
[0.855],[0.84854007],[0.0075555],1.5684798e-05
[1.443],[1.4210794],[0.01519096],1.5684798e-05
[0.855],[0.84697723],[0.00938337],1.5684798e-05
[0.855],[0.85051763],[0.00524256],1.5684798e-05
[1.443],[1.4213424],[0.01500872],1.5684798e-05
[0.855],[0.84967816],[0.0062244],1.5684798e-05
[0.855],[0.8488825],[0.007155],1.5684798e-05
[1.443],[1.4194658],[0.0163092],1.5684798e-05
[1.443],[1.4198842],[0.01601923],1.5684798e-05
[1.443],[1.423897],[0.01323835],1.5684798e-05
[0.855],[0.8448629],[0.0118563],1.5684798e-05
[1.443],[1.4232236],[0.01370502],1.5684798e-05
[0.855],[0.8494393],[0.00650374],1.5684798e-05
[1.443],[1.4213784],[0.01498377],1.5684798e-05
[1.443],[1.4213836],[0.01498014],1.5684798e-05
[1.443],[1.4204743],[0.0156103],1.5684798e-05
[0.855],[0.84360915],[0.01332265],1.5684798e-05
[0.855],[0.84893864],[0.00708933],1.5684798e-05
[1.443],[1.4218607],[0.01464953],1.5684798e-05
[1.443],[1.4207971],[0.01538659],1.5684798e-05
[0.855],[0.8475358],[0.00873009],1.5684798e-05
[0.855],[0.84307],[0.01395327],1.5684798e-05
[0.855],[0.8473554],[0.00894105],1.5684798e-05
[0.855],[0.8512861],[0.00434375],1.5684798e-05
[0.855],[0.8496432],[0.00626532],1.5684798e-05
[0.855],[0.84258],[0.01452631],1.5684798e-05
[0.855],[0.847419],[0.00886666],1.5684798e-05
[1.443],[1.4208198],[0.01537089],1.5684798e-05
[0.855],[0.8509392],[0.00474948],1.5684798e-05
[0.855],[0.8457908],[0.01077101],1.5684798e-05
[1.443],[1.420933],[0.01529241],1.5684798e-05
[1.443],[1.421256],[0.01506862],1.5684798e-05
[1.443],[1.4226052],[0.01413361],1.5684798e-05
[0.855],[0.84901005],[0.00700581],1.5684798e-05
[1.443],[1.4210787],[0.01519146],1.5684798e-05
[0.855],[0.84792316],[0.00827703],1.5684798e-05
[0.855],[0.8504253],[0.00535055],1.5684798e-05
[1.443],[1.4177783],[0.01747866],1.5684798e-05
[0.855],[0.8491397],[0.00685419],1.5684798e-05
[0.855],[0.8466707],[0.00974191],1.5684798e-05
[1.443],[1.4204005],[0.01566144],1.5684798e-05
[0.855],[0.8456276],[0.01096189],1.5684798e-05
[0.855],[0.8510044],[0.00467321],1.5684798e-05
[1.443],[1.421109],[0.01517048],1.5684798e-05
[0.855],[0.8496466],[0.00626128],1.5684798e-05
[1.443],[1.420228],[0.01578098],1.5684798e-05
[0.855],[0.8477759],[0.00844929],1.5684798e-05
[0.855],[0.8478839],[0.00832297],1.5684798e-05
[1.443],[1.4217395],[0.01473354],1.5684798e-05
[0.855],[0.84879607],[0.00725608],1.5684798e-05
[1.443],[1.4209108],[0.01530778],1.5684798e-05
[1.443],[1.4217876],[0.01470017],1.5684798e-05
[1.443],[1.4232519],[0.01368544],1.5684798e-05
[1.443],[1.420589],[0.01553083],1.5684798e-05
[1.443],[1.4196157],[0.01620528],1.5684798e-05
[0.855],[0.8501643],[0.00565582],1.5684798e-05
[1.443],[1.4205657],[0.01554694],1.5684798e-05
[1.443],[1.4194872],[0.01629433],1.5684798e-05
[1.443],[1.4199467],[0.01597594],1.5684798e-05
[0.855],[0.85031205],[0.005483],1.5684798e-05
[1.443],[1.4200757],[0.01588656],1.5684798e-05
[0.855],[0.8521334],[0.00335278],1.5684798e-05
[1.443],[1.4204159],[0.01565078],1.5684798e-05
[0.855],[0.85025126],[0.00555411],1.5684798e-05
[1.443],[1.4232101],[0.01371436],1.5684798e-05
[0.855],[0.8465798],[0.00984822],1.5684798e-05
[1.443],[1.4189205],[0.01668707],1.5684798e-05
[1.443],[1.4190443],[0.01660132],1.5684798e-05
[1.443],[1.4213339],[0.01501459],1.5684798e-05
[1.443],[1.4189427],[0.0166717],1.5684798e-05
[1.443],[1.4229019],[0.01392799],1.5684798e-05
[0.855],[0.8498078],[0.00607277],1.5684798e-05
[0.855],[0.84982556],[0.006052],1.5684798e-05
[1.443],[1.4216633],[0.01478633],1.5684798e-05
[1.443],[1.4179264],[0.01737597],1.5684798e-05
[0.855],[0.8490616],[0.00694551],1.5684798e-05
[0.855],[0.8446025],[0.01216081],1.5684798e-05
[1.443],[1.4228698],[0.01395021],1.5684798e-05
[0.855],[0.84694695],[0.00941879],1.5684798e-05
[1.443],[1.4223987],[0.0142767],1.5684798e-05
[1.443],[1.4223276],[0.01432593],1.5684798e-05
[0.855],[0.8470834],[0.00925922],1.5684798e-05
[1.443],[1.4210011],[0.01524524],1.5684798e-05
[0.855],[0.84710467],[0.00923433],1.5684798e-05
[1.443],[1.420884],[0.01532637],1.5684798e-05
[0.855],[0.8491493],[0.00684296],1.5684798e-05
[0.855],[0.84944344],[0.00649893],1.5684798e-05
[1.443],[1.4197994],[0.01607797],1.5684798e-05
[0.855],[0.8473829],[0.00890891],1.5684798e-05
[0.855],[0.8482256],[0.0079233],1.5684798e-05
[0.855],[0.8475128],[0.008757],1.5684798e-05
[1.443],[1.4221354],[0.01445919],1.5684798e-05
[0.855],[0.84930664],[0.00665892],1.5684798e-05
[1.443],[1.421378],[0.01498402],1.5684798e-05
[1.443],[1.4246247],[0.01273408],1.5684798e-05
[0.855],[0.8470946],[0.00924611],1.5684798e-05
[0.855],[0.8440653],[0.01278913],1.5684798e-05
[1.443],[1.4202472],[0.01576768],1.5684798e-05
[0.855],[0.844683],[0.0120667],1.5684798e-05
[1.443],[1.4212589],[0.01506655],1.5684798e-05
[0.855],[0.8487339],[0.00732879],1.5684798e-05
[0.855],[0.84852344],[0.00757495],1.5684798e-05
[0.855],[0.84787697],[0.00833106],1.5684798e-05
[0.855],[0.84903246],[0.0069796],1.5684798e-05
[0.855],[0.84691525],[0.00945588],1.5684798e-05
[0.855],[0.8508352],[0.00487113],1.5684798e-05
[1.443],[1.421154],[0.01513925],1.5684798e-05
[1.443],[1.4204721],[0.01561179],1.5684798e-05
[0.855],[0.8488666],[0.00717361],1.5684798e-05
[0.855],[0.8497997],[0.00608225],1.5684798e-05
[1.443],[1.4195154],[0.01627484],1.5684798e-05
[0.855],[0.8457733],[0.01079151],1.5684798e-05
[0.855],[0.8470772],[0.00926647],1.5684798e-05
[0.855],[0.85114896],[0.00450416],1.5684798e-05
[0.855],[0.8463983],[0.0100605],1.5684798e-05
[1.443],[1.4219806],[0.01456642],1.5684798e-05
[0.855],[0.8513796],[0.00423444],1.5684798e-05
[0.855],[0.8434514],[0.01350718],1.5684798e-05
[0.855],[0.8484403],[0.0076722],1.5684798e-05
[1.443],[1.4186738],[0.01685808],1.5684798e-05
[1.443],[1.4218451],[0.01466035],1.5684798e-05
[1.443],[1.4211493],[0.01514255],1.5684798e-05
[0.855],[0.8460633],[0.01045228],1.5684798e-05
[1.443],[1.4201511],[0.01583427],1.5684798e-05
[1.443],[1.4192111],[0.01648566],1.5684798e-05
[1.443],[1.4193978],[0.01635629],1.5684798e-05
[0.855],[0.84979564],[0.00608699],1.5684798e-05
[1.443],[1.4194545],[0.01631705],1.5684798e-05
[1.443],[1.4207714],[0.01540443],1.5684798e-05
[1.443],[1.4238098],[0.01329882],1.5684798e-05
[1.443],[1.4211206],[0.01516238],1.5684798e-05
[1.443],[1.4217544],[0.01472322],1.5684798e-05
[0.855],[0.8516445],[0.00392456],1.5684798e-05
[1.443],[1.4206331],[0.01550027],1.5684798e-05
[0.855],[0.84667164],[0.00974079],1.5684798e-05
[0.855],[0.8466616],[0.0097525],1.5684798e-05
[0.855],[0.8467005],[0.00970705],1.5684798e-05
[1.443],[1.4207276],[0.01543475],1.5684798e-05
[0.855],[0.8457944],[0.01076683],1.5684798e-05
[0.855],[0.8476902],[0.00854947],1.5684798e-05
[0.855],[0.8518738],[0.00365638],1.5684798e-05
[0.855],[0.8489655],[0.00705789],1.5684798e-05
[0.855],[0.84838396],[0.00773808],1.5684798e-05
[0.855],[0.84995145],[0.00590476],1.5684798e-05
[0.855],[0.8474132],[0.00887349],1.5684798e-05
[0.855],[0.84938824],[0.00656348],1.5684798e-05
[0.855],[0.8483122],[0.00782201],1.5684798e-05
[0.855],[0.8500479],[0.00579197],1.5684798e-05
[1.443],[1.4221182],[0.01447108],1.5684798e-05
[1.443],[1.4204037],[0.01565921],1.5684798e-05
[1.443],[1.4203597],[0.0156897],1.5684798e-05
[1.443],[1.4209154],[0.01530464],1.5684798e-05
[0.855],[0.84842664],[0.00768816],1.5684798e-05
[1.443],[1.4197496],[0.0161125],1.5684798e-05
[1.443],[1.4212136],[0.01509794],1.5684798e-05
[1.443],[1.4202969],[0.01573323],1.5684798e-05
[1.443],[1.4220399],[0.01452536],1.5684798e-05
[1.443],[1.4224064],[0.01427133],1.5684798e-05
[1.443],[1.4215808],[0.0148435],1.5684798e-05
[1.443],[1.422858],[0.01395839],1.5684798e-05
[0.855],[0.84989434],[0.00597155],1.5684798e-05
[0.855],[0.8469057],[0.00946703],1.5684798e-05
[0.855],[0.84791917],[0.0082817],1.5684798e-05
[1.443],[1.4229747],[0.01387751],1.5684798e-05
[1.443],[1.4194107],[0.01634737],1.5684798e-05
[1.443],[1.4224824],[0.0142187],1.5684798e-05
[0.855],[0.84621865],[0.01027061],1.5684798e-05
[0.855],[0.850118],[0.00570999],1.5684798e-05
[1.443],[1.419081],[0.01657587],1.5684798e-05
[1.443],[1.4200131],[0.01592993],1.5684798e-05
[1.443],[1.4215364],[0.01487423],1.5684798e-05
[1.443],[1.4225898],[0.01414427],1.5684798e-05
[1.443],[1.423682],[0.01338738],1.5684798e-05
[0.855],[0.8460509],[0.01046678],1.5684798e-05
[0.855],[0.8472099],[0.00911128],1.5684798e-05
[1.443],[1.4191117],[0.01655456],1.5684798e-05
[1.443],[1.4212922],[0.0150435],1.5684798e-05
[0.855],[0.84924287],[0.00673351],1.5684798e-05
[0.855],[0.8467515],[0.00964738],1.5684798e-05
[1.443],[1.41945],[0.01632011],1.5684798e-05
[0.855],[0.84641343],[0.01004279],1.5684798e-05
[1.443],[1.423712],[0.01336656],1.5684798e-05
[0.855],[0.8480616],[0.00811508],1.5684798e-05
[1.443],[1.4207392],[0.01542674],1.5684798e-05
[0.855],[0.84864265],[0.00743552],1.5684798e-05
[1.443],[1.4188792],[0.01671574],1.5684798e-05
[0.855],[0.8449911],[0.01170635],1.5684798e-05
[0.855],[0.84556323],[0.01103718],1.5684798e-05
[1.443],[1.420334],[0.01570754],1.5684798e-05
[1.443],[1.4221994],[0.01441482],1.5684798e-05
[0.855],[0.84744614],[0.00883494],1.5684798e-05
[0.855],[0.8476669],[0.00857672],1.5684798e-05
[0.855],[0.84602207],[0.01050053],1.5684798e-05
[1.443],[1.4233576],[0.01361217],1.5684798e-05
[1.443],[1.4225891],[0.01414477],1.5684798e-05
[0.855],[0.8447785],[0.01195502],1.5684798e-05
[0.855],[0.8479262],[0.00827347],1.5684798e-05
[1.443],[1.4203439],[0.01570068],1.5684798e-05
[0.855],[0.84620523],[0.0102863],1.5684798e-05
[1.443],[1.4221176],[0.0144715],1.5684798e-05
[0.855],[0.847992],[0.00819651],1.5684798e-05
[0.855],[0.8508565],[0.00484624],1.5684798e-05
[0.855],[0.84408313],[0.01276829],1.5684798e-05
[0.855],[0.85054696],[0.00520826],1.5684798e-05
[1.443],[1.421072],[0.01519609],1.5684798e-05
[1.443],[1.4219975],[0.01455469],1.5684798e-05
[1.443],[1.423732],[0.01335268],1.5684798e-05
[0.855],[0.84616166],[0.01033726],1.5684798e-05
[1.443],[1.4219941],[0.01455708],1.5684798e-05
[0.855],[0.8445429],[0.01223052],1.5684798e-05
[1.443],[1.4214454],[0.01493735],1.5684798e-05
[1.443],[1.4200236],[0.01592266],1.5684798e-05
[0.855],[0.85068923],[0.00504186],1.5684798e-05
[0.855],[0.84818333],[0.00797273],1.5684798e-05
[1.443],[1.4200661],[0.01589317],1.5684798e-05
[0.855],[0.84784526],[0.00836814],1.5684798e-05
[1.443],[1.4204654],[0.0156165],1.5684798e-05
[0.855],[0.84405166],[0.0128051],1.5684798e-05
[1.443],[1.4204813],[0.01560543],1.5684798e-05
[1.443],[1.4199344],[0.01598446],1.5684798e-05
[0.855],[0.8510255],[0.00464853],1.5684798e-05
[0.855],[0.8467561],[0.00964201],1.5684798e-05
[1.443],[1.420596],[0.01552596],1.5684798e-05
[0.855],[0.84623986],[0.01024579],1.5684798e-05
[1.443],[1.4230473],[0.0138272],1.5684798e-05
[0.855],[0.84861493],[0.00746794],1.5684798e-05
[0.855],[0.84911436],[0.00688381],1.5684798e-05
[1.443],[1.4244049],[0.01288642],1.5684798e-05
[0.855],[0.8467879],[0.00960478],1.5684798e-05
[1.443],[1.4220091],[0.01454667],1.5684798e-05
[0.855],[0.84889275],[0.00714301],1.5684798e-05
[0.855],[0.84586674],[0.0106822],1.5684798e-05
[0.855],[0.8466072],[0.00981615],1.5684798e-05
[1.443],[1.4209198],[0.01530158],1.5684798e-05
[0.855],[0.84604055],[0.01047891],1.5684798e-05
[1.443],[1.4252365],[0.01231011],1.5684798e-05
[0.855],[0.84879535],[0.00725692],1.5684798e-05
[0.855],[0.84410495],[0.01274278],1.5684798e-05
[1.443],[1.4195132],[0.01627632],1.5684798e-05
[0.855],[0.8469998],[0.00935695],1.5684798e-05
[0.855],[0.8466763],[0.00973536],1.5684798e-05
[1.443],[1.4199591],[0.01596735],1.5684798e-05
[0.855],[0.8453128],[0.01133011],1.5684798e-05
[0.855],[0.8497508],[0.00613942],1.5684798e-05
[1.443],[1.4210312],[0.01522434],1.5684798e-05
[1.443],[1.4204997],[0.01559271],1.5684798e-05
[1.443],[1.4219013],[0.01462135],1.5684798e-05
[1.443],[1.4216208],[0.01481574],1.5684798e-05
[1.443],[1.4223781],[0.01429099],1.5684798e-05
[1.443],[1.4203966],[0.01566417],1.5684798e-05
[1.443],[1.4220562],[0.01451404],1.5684798e-05
[0.855],[0.84941465],[0.0065326],1.5684798e-05
[0.855],[0.8466498],[0.00976631],1.5684798e-05
[0.855],[0.8458598],[0.01069028],1.5684798e-05
[1.443],[1.4207697],[0.01540559],1.5684798e-05
[1.443],[1.4229454],[0.01389784],1.5684798e-05
[0.855],[0.8508413],[0.00486402],1.5684798e-05
[1.443],[1.4200482],[0.01590556],1.5684798e-05
[1.443],[1.4211516],[0.0151409],1.5684798e-05
[1.443],[1.4189931],[0.01663676],1.5684798e-05
[0.855],[0.8501251],[0.00570169],1.5684798e-05
[1.443],[1.4193318],[0.01640206],1.5684798e-05
[0.855],[0.84792215],[0.00827821],1.5684798e-05
[1.443],[1.4190367],[0.01660652],1.5684798e-05
[1.443],[1.4214029],[0.01496676],1.5684798e-05
[0.855],[0.8477361],[0.00849579],1.5684798e-05
[0.855],[0.8484494],[0.00766153],1.5684798e-05
[1.443],[1.4191587],[0.01652201],1.5684798e-05
[0.855],[0.84856594],[0.00752524],1.5684798e-05
[1.443],[1.4199414],[0.01597958],1.5684798e-05
[1.443],[1.4238522],[0.01326941],1.5684798e-05
[1.443],[1.4202876],[0.01573967],1.5684798e-05
[0.855],[0.8453601],[0.01127476],1.5684798e-05
[0.855],[0.8487379],[0.00732412],1.5684798e-05
[0.855],[0.847511],[0.00875909],1.5684798e-05
[0.855],[0.8451354],[0.01153758],1.5684798e-05
[0.855],[0.84538144],[0.0112498],1.5684798e-05
[0.855],[0.84636956],[0.0100941],1.5684798e-05
[0.855],[0.8491853],[0.00680086],1.5684798e-05
[1.443],[1.4192905],[0.01643064],1.5684798e-05
[0.855],[0.84837776],[0.00774533],1.5684798e-05
[0.855],[0.8525185],[0.00290236],1.5684798e-05
[1.443],[1.4221578],[0.01444366],1.5684798e-05
[0.855],[0.84813374],[0.00803073],1.5684798e-05
[1.443],[1.4215212],[0.0148848],1.5684798e-05
[0.855],[0.84370476],[0.01321083],1.5684798e-05
[0.855],[0.851921],[0.00360117],1.5684798e-05
[1.443],[1.4187956],[0.01677365],1.5684798e-05
[0.855],[0.8473414],[0.00895743],1.5684798e-05
[1.443],[1.4194925],[0.0162907],1.5684798e-05
[0.855],[0.8483966],[0.0077233],1.5684798e-05
[1.443],[1.4194528],[0.01631821],1.5684798e-05
[0.855],[0.8517309],[0.00382355],1.5684798e-05
[0.855],[0.844357],[0.01244796],1.5684798e-05
[0.855],[0.8468075],[0.00958192],1.5684798e-05
[0.855],[0.84846],[0.00764912],1.5684798e-05
[0.855],[0.84918016],[0.00680685],1.5684798e-05
[1.443],[1.4212304],[0.0150863],1.5684798e-05
[1.443],[1.4213614],[0.01499551],1.5684798e-05
